,weekday,time,consumption_kwh,consumption_kw
338,Sunday,12:30:00,1.0173076923076922,4.069230769230769
339,Sunday,12:45:00,1.02,4.08
340,Sunday,13:00:00,0.9325,3.73
341,Sunday,13:15:00,0.9473076923076923,3.789230769230769
342,Sunday,13:30:00,0.9134615384615384,3.6538461538461537
343,Sunday,13:45:00,0.9136538461538461,3.6546153846153846
344,Sunday,14:00:00,0.8965384615384615,3.586153846153846
345,Sunday,14:15:00,0.8951923076923076,3.5807692307692305
346,Sunday,14:30:00,0.8594230769230768,3.4376923076923074
347,Sunday,14:45:00,0.9390384615384615,3.756153846153846
348,Sunday,15:00:00,1.0034615384615384,4.013846153846154
349,Sunday,15:15:00,1.0471153846153847,4.188461538461539
350,Sunday,15:30:00,1.0284615384615385,4.113846153846154
351,Sunday,15:45:00,1.0648076923076923,4.259230769230769
352,Sunday,16:00:00,1.0501923076923076,4.200769230769231
353,Sunday,16:15:00,1.0859615384615384,4.343846153846154
354,Sunday,16:30:00,1.0594230769230768,4.237692307692307
355,Sunday,16:45:00,1.0409615384615385,4.163846153846154
356,Sunday,17:00:00,0.9815384615384615,3.926153846153846
357,Sunday,17:15:00,1.0078846153846153,4.031538461538461
358,Sunday,17:30:00,0.9673076923076922,3.869230769230769
359,Sunday,17:45:00,0.9432692307692307,3.773076923076923
360,Sunday,18:00:00,1.0178846153846153,4.071538461538461
361,Sunday,18:15:00,1.0973076923076923,4.389230769230769
362,Sunday,18:30:00,1.1646153846153846,4.658461538461538
363,Sunday,18:45:00,1.2236538461538462,4.894615384615385
364,Sunday,19:00:00,1.3534615384615383,5.413846153846153
365,Sunday,19:15:00,1.3684615384615384,5.473846153846154
366,Sunday,19:30:00,1.3642307692307691,5.4569230769230765
367,Sunday,19:45:00,1.360769230769231,5.443076923076924
368,Sunday,20:00:00,1.1805769230769232,4.722307692307693
369,Sunday,20:15:00,1.1425,4.57
370,Sunday,20:30:00,1.0559615384615384,4.223846153846154
371,Sunday,20:45:00,1.0675,4.27
372,Sunday,21:00:00,1.0434615384615384,4.173846153846154
373,Sunday,21:15:00,1.0621153846153846,4.248461538461538
374,Sunday,21:30:00,1.0665384615384617,4.266153846153847
375,Sunday,21:45:00,1.1246153846153846,4.498461538461538
376,Sunday,22:00:00,1.1984615384615385,4.793846153846154
377,Sunday,22:15:00,1.228653846153846,4.914615384615384
378,Sunday,22:30:00,1.3250000000000002,5.300000000000001
379,Sunday,22:45:00,1.2757692307692308,5.103076923076923
380,Sunday,23:00:00,1.2788461538461537,5.115384615384615
381,Sunday,23:15:00,1.2648076923076923,5.059230769230769
382,Sunday,23:30:00,1.2276923076923079,4.910769230769231
383,Sunday,23:45:00,1.1676923076923076,4.67076923076923
384,Thursday,00:00:00,1.1690384615384615,4.676153846153846
385,Thursday,00:15:00,1.2013461538461538,4.805384615384615
386,Thursday,00:30:00,1.143846153846154,4.575384615384616
387,Thursday,00:45:00,1.190576923076923,4.762307692307692
388,Thursday,01:00:00,1.1534615384615383,4.613846153846153
389,Thursday,01:15:00,1.1388461538461538,4.555384615384615
390,Thursday,01:30:00,1.1771153846153846,4.708461538461538
391,Thursday,01:45:00,1.1778846153846154,4.711538461538462
392,Thursday,02:00:00,1.1423076923076922,4.569230769230769
393,Thursday,02:15:00,1.1121153846153846,4.4484615384615385
394,Thursday,02:30:00,1.0780769230769232,4.312307692307693
395,Thursday,02:45:00,1.0259615384615386,4.103846153846154
396,Thursday,03:00:00,1.0636538461538463,4.254615384615385
397,Thursday,03:15:00,1.135,4.54
398,Thursday,03:30:00,1.2042307692307692,4.816923076923077
399,Thursday,03:45:00,1.218076923076923,4.872307692307692
400,Thursday,04:00:00,1.1832692307692307,4.733076923076923
401,Thursday,04:15:00,1.2932692307692308,5.173076923076923
402,Thursday,04:30:00,1.3721153846153844,5.488461538461538
403,Thursday,04:45:00,1.3086538461538462,5.234615384615385
404,Thursday,05:00:00,1.2803846153846155,5.121538461538462
405,Thursday,05:15:00,1.2663461538461538,5.065384615384615
406,Thursday,05:30:00,1.2136538461538462,4.854615384615385
407,Thursday,05:45:00,1.2330769230769232,4.932307692307693
408,Thursday,06:00:00,1.5750000000000002,6.300000000000001
409,Thursday,06:15:00,1.7267307692307694,6.906923076923078
410,Thursday,06:30:00,1.8573076923076923,7.429230769230769
411,Thursday,06:45:00,2.039807692307692,8.159230769230769
412,Thursday,07:00:00,2.256153846153846,9.024615384615384
413,Thursday,07:15:00,2.254230769230769,9.016923076923076
414,Thursday,07:30:00,2.4971153846153844,9.988461538461538
415,Thursday,07:45:00,2.5140384615384614,10.056153846153846
416,Thursday,08:00:00,2.3565384615384617,9.426153846153847
417,Thursday,08:15:00,2.3030769230769232,9.212307692307693
418,Thursday,08:30:00,2.2178846153846155,8.871538461538462
419,Thursday,08:45:00,2.145192307692308,8.580769230769231
420,Thursday,09:00:00,2.124807692307692,8.499230769230769
421,Thursday,09:15:00,2.207307692307692,8.829230769230769
422,Thursday,09:30:00,2.228269230769231,8.913076923076924
423,Thursday,09:45:00,2.2521153846153847,9.008461538461539
424,Thursday,10:00:00,2.2742307692307695,9.096923076923078
425,Thursday,10:15:00,2.2442307692307693,8.976923076923077
426,Thursday,10:30:00,2.065,8.26
427,Thursday,10:45:00,2.0359615384615384,8.143846153846154
428,Thursday,11:00:00,2.018269230769231,8.073076923076924
429,Thursday,11:15:00,1.9615384615384615,7.846153846153846
430,Thursday,11:30:00,1.9109615384615386,7.643846153846154
431,Thursday,11:45:00,1.8959615384615385,7.583846153846154
432,Thursday,12:00:00,1.7165384615384616,6.866153846153846
433,Thursday,12:15:00,1.7690384615384613,7.076153846153845
434,Thursday,12:30:00,1.8440384615384615,7.376153846153846
435,Thursday,12:45:00,1.8878846153846154,7.5515384615384615
436,Thursday,13:00:00,2.0196153846153844,8.078461538461537
437,Thursday,13:15:00,2.1823076923076923,8.72923076923077
438,Thursday,13:30:00,2.1890384615384617,8.756153846153847
439,Thursday,13:45:00,2.0767307692307693,8.306923076923077
440,Thursday,14:00:00,1.9723076923076923,7.889230769230769
441,Thursday,14:15:00,1.8917307692307692,7.566923076923077
442,Thursday,14:30:00,1.9598076923076921,7.839230769230769
443,Thursday,14:45:00,1.9128846153846153,7.651538461538461
444,Thursday,15:00:00,1.9053846153846155,7.621538461538462
445,Thursday,15:15:00,1.7044230769230768,6.817692307692307
446,Thursday,15:30:00,1.6440384615384613,6.576153846153845
447,Thursday,15:45:00,1.5257692307692308,6.103076923076923
448,Thursday,16:00:00,1.455769230769231,5.823076923076924
449,Thursday,16:15:00,1.4373076923076922,5.749230769230769
450,Thursday,16:30:00,1.4130769230769231,5.6523076923076925
451,Thursday,16:45:00,1.4823076923076923,5.929230769230769
452,Thursday,17:00:00,1.501923076923077,6.007692307692308
453,Thursday,17:15:00,1.4988461538461537,5.995384615384615
454,Thursday,17:30:00,1.3505769230769231,5.4023076923076925
455,Thursday,17:45:00,1.2863461538461538,5.145384615384615
456,Thursday,18:00:00,1.22,4.88
457,Thursday,18:15:00,1.1861538461538461,4.7446153846153845
458,Thursday,18:30:00,1.2163461538461537,4.865384615384615
459,Thursday,18:45:00,1.1732692307692307,4.693076923076923
460,Thursday,19:00:00,1.1305769230769231,4.522307692307693
461,Thursday,19:15:00,1.2490384615384615,4.996153846153846
462,Thursday,19:30:00,1.396923076923077,5.587692307692308
463,Thursday,19:45:00,1.3634615384615385,5.453846153846154
464,Thursday,20:00:00,1.3782692307692308,5.513076923076923
465,Thursday,20:15:00,1.300576923076923,5.202307692307692
466,Thursday,20:30:00,1.1611538461538462,4.644615384615385
467,Thursday,20:45:00,1.0988461538461538,4.395384615384615
468,Thursday,21:00:00,1.135576923076923,4.542307692307692
469,Thursday,21:15:00,1.1515384615384616,4.6061538461538465
470,Thursday,21:30:00,1.143269230769231,4.573076923076924
471,Thursday,21:45:00,1.1384615384615384,4.553846153846154
472,Thursday,22:00:00,1.1607692307692308,4.643076923076923
473,Thursday,22:15:00,1.2326923076923075,4.93076923076923
474,Thursday,22:30:00,1.1921153846153847,4.768461538461539
475,Thursday,22:45:00,1.2528846153846156,5.011538461538462
476,Thursday,23:00:00,1.2048076923076922,4.819230769230769
477,Thursday,23:15:00,1.1796153846153847,4.718461538461539
478,Thursday,23:30:00,1.1782692307692308,4.713076923076923
479,Thursday,23:45:00,1.1898076923076923,4.759230769230769
480,Tuesday,00:00:00,1.1346153846153846,4.538461538461538
481,Tuesday,00:15:00,1.038490566037736,4.153962264150944
482,Tuesday,00:30:00,1.0188679245283019,4.0754716981132075
483,Tuesday,00:45:00,1.0322641509433963,4.129056603773585
484,Tuesday,01:00:00,1.0852830188679246,4.341132075471698
485,Tuesday,01:15:00,1.1420754716981132,4.568301886792453
486,Tuesday,01:30:00,1.1535849056603773,4.614339622641509
487,Tuesday,01:45:00,1.1833962264150943,4.733584905660377
488,Tuesday,02:00:00,1.1560377358490566,4.624150943396226
489,Tuesday,02:15:00,1.2026415094339622,4.810566037735849
490,Tuesday,02:30:00,1.1558490566037736,4.623396226415094
491,Tuesday,02:45:00,1.1883018867924529,4.753207547169811
492,Tuesday,03:00:00,1.149811320754717,4.599245283018868
493,Tuesday,03:15:00,1.1358490566037736,4.543396226415094
494,Tuesday,03:30:00,1.1177358490566038,4.470943396226415
495,Tuesday,03:45:00,1.0924528301886791,4.3698113207547165
496,Tuesday,04:00:00,1.1671698113207547,4.668679245283019
497,Tuesday,04:15:00,1.2577358490566037,5.030943396226415
498,Tuesday,04:30:00,1.299433962264151,5.197735849056604
499,Tuesday,04:45:00,1.3013207547169812,5.205283018867925
500,Tuesday,05:00:00,1.2635849056603774,5.05433962264151
501,Tuesday,05:15:00,1.2462264150943396,4.9849056603773585
502,Tuesday,05:30:00,1.2054716981132076,4.821886792452831
503,Tuesday,05:45:00,1.349245283018868,5.396981132075472
504,Tuesday,06:00:00,1.550188679245283,6.200754716981132
505,Tuesday,06:15:00,1.582641509433962,6.330566037735848
506,Tuesday,06:30:00,1.8156603773584907,7.262641509433963
507,Tuesday,06:45:00,1.909245283018868,7.636981132075472
508,Tuesday,07:00:00,2.188301886792453,8.753207547169811
509,Tuesday,07:15:00,2.233018867924528,8.932075471698113
510,Tuesday,07:30:00,2.52,10.08
511,Tuesday,07:45:00,2.566981132075472,10.267924528301888
512,Tuesday,08:00:00,2.4739622641509436,9.895849056603774
513,Tuesday,08:15:00,2.429433962264151,9.717735849056604
514,Tuesday,08:30:00,2.4139622641509435,9.655849056603774
515,Tuesday,08:45:00,2.4916981132075473,9.96679245283019
516,Tuesday,09:00:00,2.4181132075471696,9.672452830188679
517,Tuesday,09:15:00,2.447924528301887,9.791698113207548
518,Tuesday,09:30:00,2.3660377358490567,9.464150943396227
519,Tuesday,09:45:00,2.418490566037736,9.673962264150944
520,Tuesday,10:00:00,2.3647169811320756,9.458867924528302
521,Tuesday,10:15:00,2.317547169811321,9.270188679245283
522,Tuesday,10:30:00,2.159433962264151,8.637735849056604
523,Tuesday,10:45:00,2.1654716981132074,8.66188679245283
524,Tuesday,11:00:00,2.2016981132075473,8.806792452830189
525,Tuesday,11:15:00,2.2332075471698114,8.932830188679246
526,Tuesday,11:30:00,2.216415094339623,8.865660377358491
527,Tuesday,11:45:00,2.1739622641509433,8.695849056603773
528,Tuesday,12:00:00,2.1228301886792456,8.491320754716982
529,Tuesday,12:15:00,2.0130188679245284,8.052075471698114
530,Tuesday,12:30:00,1.9326415094339624,7.73056603773585
531,Tuesday,12:45:00,1.95,7.8
532,Tuesday,13:00:00,1.9675471698113207,7.870188679245283
533,Tuesday,13:15:00,2.0771698113207546,8.308679245283018
534,Tuesday,13:30:00,2.15188679245283,8.60754716981132
535,Tuesday,13:45:00,2.080188679245283,8.320754716981131
536,Tuesday,14:00:00,2.026792452830189,8.107169811320755
537,Tuesday,14:15:00,1.9490566037735848,7.796226415094339
538,Tuesday,14:30:00,1.980188679245283,7.920754716981132
539,Tuesday,14:45:00,1.8479245283018868,7.391698113207547
540,Tuesday,15:00:00,1.8,7.2
541,Tuesday,15:15:00,1.720377358490566,6.881509433962264
542,Tuesday,15:30:00,1.6684905660377356,6.673962264150942
543,Tuesday,15:45:00,1.5381132075471697,6.152452830188679
544,Tuesday,16:00:00,1.267924528301887,5.071698113207548
545,Tuesday,16:15:00,1.2041509433962265,4.816603773584906
546,Tuesday,16:30:00,1.150754716981132,4.603018867924528
547,Tuesday,16:45:00,1.1539622641509433,4.615849056603773
548,Tuesday,17:00:00,1.170754716981132,4.683018867924528
549,Tuesday,17:15:00,1.1618867924528302,4.647547169811321
550,Tuesday,17:30:00,1.0924528301886791,4.3698113207547165
551,Tuesday,17:45:00,1.020188679245283,4.080754716981132
552,Tuesday,18:00:00,1.0675471698113208,4.270188679245283
553,Tuesday,18:15:00,1.0726415094339623,4.290566037735849
554,Tuesday,18:30:00,1.0858490566037735,4.343396226415094
555,Tuesday,18:45:00,1.1381132075471698,4.552452830188679
556,Tuesday,19:00:00,1.2437735849056604,4.9750943396226415
557,Tuesday,19:15:00,1.318679245283019,5.274716981132076
558,Tuesday,19:30:00,1.2837735849056604,5.135094339622642
559,Tuesday,19:45:00,1.2532075471698114,5.012830188679246
560,Tuesday,20:00:00,1.130188679245283,4.520754716981132
561,Tuesday,20:15:00,1.140188679245283,4.560754716981132
562,Tuesday,20:30:00,1.070377358490566,4.281509433962264
563,Tuesday,20:45:00,1.0237735849056604,4.095094339622642
564,Tuesday,21:00:00,1.038867924528302,4.155471698113208
565,Tuesday,21:15:00,1.1232075471698113,4.492830188679245
566,Tuesday,21:30:00,1.1973584905660377,4.789433962264151
567,Tuesday,21:45:00,1.2626415094339623,5.050566037735849
568,Tuesday,22:00:00,1.3184905660377357,5.273962264150943
569,Tuesday,22:15:00,1.2854716981132075,5.14188679245283
570,Tuesday,22:30:00,1.2366037735849058,4.946415094339623
571,Tuesday,22:45:00,1.1762264150943398,4.704905660377359
572,Tuesday,23:00:00,1.0973584905660378,4.389433962264151
573,Tuesday,23:15:00,1.080188679245283,4.320754716981132
574,Tuesday,23:30:00,1.0143396226415093,4.057358490566037
575,Tuesday,23:45:00,1.0967924528301887,4.387169811320755
576,Wednesday,00:00:00,1.1637735849056603,4.655094339622641
577,Wednesday,00:15:00,1.1646153846153846,4.658461538461538
578,Wednesday,00:30:00,1.1538461538461537,4.615384615384615
579,Wednesday,00:45:00,1.206923076923077,4.827692307692308
580,Wednesday,01:00:00,1.2026923076923077,4.810769230769231
581,Wednesday,01:15:00,1.2290384615384615,4.916153846153846
582,Wednesday,01:30:00,1.231923076923077,4.927692307692308
583,Wednesday,01:45:00,1.1632692307692307,4.653076923076923
584,Wednesday,02:00:00,1.0890384615384616,4.3561538461538465
585,Wednesday,02:15:00,1.0790384615384616,4.3161538461538465
586,Wednesday,02:30:00,1.0851923076923078,4.340769230769231
587,Wednesday,02:45:00,1.1073076923076923,4.429230769230769
588,Wednesday,03:00:00,1.1396153846153845,4.558461538461538
589,Wednesday,03:15:00,1.1496153846153847,4.598461538461539
590,Wednesday,03:30:00,1.1846153846153846,4.7384615384615385
591,Wednesday,03:45:00,1.2203846153846154,4.881538461538462
592,Wednesday,04:00:00,1.2451923076923077,4.980769230769231
593,Wednesday,04:15:00,1.3596153846153847,5.438461538461539
594,Wednesday,04:30:00,1.3423076923076922,5.369230769230769
595,Wednesday,04:45:00,1.2578846153846153,5.031538461538461
596,Wednesday,05:00:00,1.251923076923077,5.007692307692308
597,Wednesday,05:15:00,1.2225,4.89
598,Wednesday,05:30:00,1.1321153846153846,4.5284615384615385
599,Wednesday,05:45:00,1.3294230769230768,5.317692307692307
600,Wednesday,06:00:00,1.665769230769231,6.663076923076924
601,Wednesday,06:15:00,1.7521153846153845,7.008461538461538
602,Wednesday,06:30:00,1.9869230769230768,7.947692307692307
603,Wednesday,06:45:00,2.203076923076923,8.812307692307693
604,Wednesday,07:00:00,2.4032692307692307,9.613076923076923
605,Wednesday,07:15:00,2.4661538461538464,9.864615384615385
606,Wednesday,07:30:00,2.6571153846153845,10.628461538461538
607,Wednesday,07:45:00,2.5905769230769233,10.362307692307693
608,Wednesday,08:00:00,2.6290384615384617,10.516153846153847
609,Wednesday,08:15:00,2.5490384615384616,10.196153846153846
610,Wednesday,08:30:00,2.3665384615384615,9.466153846153846
611,Wednesday,08:45:00,2.3226923076923076,9.29076923076923
612,Wednesday,09:00:00,2.2075,8.83
613,Wednesday,09:15:00,2.2875,9.15
614,Wednesday,09:30:00,2.269230769230769,9.076923076923077
615,Wednesday,09:45:00,2.3446153846153845,9.378461538461538
616,Wednesday,10:00:00,2.3723076923076922,9.489230769230769
617,Wednesday,10:15:00,2.2203846153846154,8.881538461538462
618,Wednesday,10:30:00,2.121153846153846,8.484615384615385
619,Wednesday,10:45:00,2.106923076923077,8.427692307692308
620,Wednesday,11:00:00,2.1163461538461537,8.465384615384615
621,Wednesday,11:15:00,2.1715384615384616,8.686153846153847
622,Wednesday,11:30:00,2.1765384615384615,8.706153846153846
623,Wednesday,11:45:00,2.1971153846153846,8.788461538461538
624,Wednesday,12:00:00,2.0111538461538463,8.044615384615385
625,Wednesday,12:15:00,1.8903846153846153,7.561538461538461
626,Wednesday,12:30:00,1.8359615384615384,7.343846153846154
627,Wednesday,12:45:00,1.8409615384615385,7.363846153846154
628,Wednesday,13:00:00,1.9175,7.67
629,Wednesday,13:15:00,2.1326923076923077,8.53076923076923
630,Wednesday,13:30:00,2.187307692307692,8.749230769230769
631,Wednesday,13:45:00,2.2215384615384615,8.886153846153846
632,Wednesday,14:00:00,2.1123076923076924,8.44923076923077
633,Wednesday,14:15:00,2.062692307692308,8.250769230769231
634,Wednesday,14:30:00,2.145769230769231,8.583076923076923
635,Wednesday,14:45:00,2.1178846153846154,8.471538461538461
636,Wednesday,15:00:00,2.0598076923076922,8.239230769230769
637,Wednesday,15:15:00,1.912692307692308,7.650769230769232
638,Wednesday,15:30:00,1.725,6.9
639,Wednesday,15:45:00,1.6586538461538463,6.634615384615385
640,Wednesday,16:00:00,1.5176923076923077,6.070769230769231
641,Wednesday,16:15:00,1.5357692307692308,6.143076923076923
642,Wednesday,16:30:00,1.4175,5.67
643,Wednesday,16:45:00,1.395,5.58
644,Wednesday,17:00:00,1.2840384615384615,5.136153846153846
645,Wednesday,17:15:00,1.2836538461538463,5.134615384615385
646,Wednesday,17:30:00,1.280576923076923,5.122307692307692
647,Wednesday,17:45:00,1.3469230769230771,5.3876923076923084
648,Wednesday,18:00:00,1.3209615384615385,5.283846153846154
649,Wednesday,18:15:00,1.253076923076923,5.012307692307692
650,Wednesday,18:30:00,1.1223076923076922,4.489230769230769
651,Wednesday,18:45:00,1.0948076923076924,4.3792307692307695
652,Wednesday,19:00:00,1.095,4.38
653,Wednesday,19:15:00,1.1163461538461539,4.4653846153846155
654,Wednesday,19:30:00,1.16,4.64
655,Wednesday,19:45:00,1.1796153846153845,4.718461538461538
656,Wednesday,20:00:00,1.24,4.96
657,Wednesday,20:15:00,1.2003846153846154,4.8015384615384615
658,Wednesday,20:30:00,1.0563461538461538,4.225384615384615
659,Wednesday,20:45:00,1.1315384615384614,4.5261538461538455
660,Wednesday,21:00:00,1.2082692307692307,4.833076923076923
661,Wednesday,21:15:00,1.200576923076923,4.802307692307692
662,Wednesday,21:30:00,1.1926923076923077,4.770769230769231
663,Wednesday,21:45:00,1.2184615384615385,4.873846153846154
664,Wednesday,22:00:00,1.185,4.74
665,Wednesday,22:15:00,1.2032692307692308,4.813076923076923
666,Wednesday,22:30:00,1.1211538461538462,4.484615384615385
667,Wednesday,22:45:00,1.1311538461538462,4.524615384615385
668,Wednesday,23:00:00,1.0992307692307692,4.396923076923077
669,Wednesday,23:15:00,1.1286538461538462,4.514615384615385
670,Wednesday,23:30:00,1.0967307692307693,4.386923076923077
671,Wednesday,23:45:00,1.1117307692307692,4.446923076923077
